sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",132,24,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,13,1
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",150,23,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",headquartered city company nearly year old focus science based innovation technology environmental measurement,13,1
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",199,39,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",however march government st petersburg passed front part building area square metre land plot hotel worth usd company delta,19,1
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",130,26,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",lee man combined annual production capacity close million tonne paper tonne pulp,12,1
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",148,30,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",method smelt spout separated working area shielding wall arranged movable relation smelt spout,13,1
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",217,31,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",investment span across various product investment type including retail hospitality office residential interest real estate portfolio non performing loan corporate restructurings,21,1
neutral,It also recovers valuable raw material for Kemira 's water chemical production .,80,13,It also recovers valuable raw material for Kemira 's water chemical production .,also recovers valuable raw material kemira water chemical production,9,1
neutral,"It is necessary to strengthen the company 's operations , however .",67,12,"It is necessary to strengthen the company 's operations , however .",necessary strengthen company operation however,5,1
neutral,It will use the proceeds from the transaction to achieve its target .,69,13,It will use the proceeds from the transaction to achieve its target .,use proceeds transaction achieve target,5,1
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",205,36,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",kai tulonen chief technology officer sysopen digia say using corporate phonebook inside sysopen digia extensively since last fall satisfied result,20,2
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",71,10,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",last year lemminkainen completed kouvola k supermarket contract,8,2
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .,61,12,Le Lay succeeds Walter G++nter and will be based in Finland .,le lay succeeds walter g nter based finland,8,1
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",181,32,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expected start early completed summer,15,1
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",208,36,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",los angeles based pacific office property trust acquires owns operates office property western u focusing initially market honolulu san diego los angeles phoenix,23,1
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",154,28,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",master mayawas jointly developed nokia siemens network ufa fremantlemedia actively advertised maxi end may,14,1
